,district,name,state,chamber,party,incumbent
959,District 3,Dave Moore,South_Carolina,house,Grey.png,False
960,District 3,John Bednar,South_Carolina,house,,False
961,District 4,Brandon Brown,South_Carolina,house,Democratic Party,False
962,District 4,William Timmons,South_Carolina,house,Republican Party,False
963,District 4,Guy Furay,South_Carolina,house,Grey.png,False
964,District 5,Ralph Norman,South_Carolina,house,,True
965,District 5,Archie Parnell,South_Carolina,house,Democratic Party,False
966,District 5,Michael Chandler,South_Carolina,house,Constitution Party,False
967,District 6,James Clyburn,South_Carolina,house,,True
968,District 6,Gerhard Gressmann,South_Carolina,house,Republican Party,False
969,District 6,Bryan Pugh,South_Carolina,house,Green Party,False
970,District 7,Tom Rice,South_Carolina,house,South Carolina Party,True
971,District 7,Robert Williams,South_Carolina,house,Democratic Party,False
972,,Timothy Bjorkman,South_Dakota,house,Democratic Party,False
973,,Dusty Johnson,South_Dakota,house,Republican Party,False
974,,George Hendrickson,South_Dakota,house,Libertarian Party,False
975,,Ron Wieczorek,South_Dakota,house,Independent Party,False
976,,Phil Roe,Tennessee,house,Republican Party,True
977,,Marty Olsen,Tennessee,house,Democratic Party,False
978,,Michael Salyer,Tennessee,house,Independent Party,False
979,District 1,"Louis B. ""Louie"" Gohmert Jr.",Texas,house,,False
980,District 1,Shirley McKellar,Texas,house,Democratic Party,False
981,District 2,Todd Litton,Texas,house,Democratic Party,False
982,District 2,Daniel Crenshaw,Texas,house,Republican Party,False
983,District 2,Patrick Gunnels,Texas,house,Libertarian Party,False
984,District 2,Scott Cubbler,Texas,house,Independent Party,False
985,District 3,Lorie Burch,Texas,house,Democratic Party,False
986,District 3,Van Taylor,Texas,house,Republican Party,False
987,District 3,Christopher Claytor,Texas,house,Libertarian Party,False
988,District 3,Jeff Simmons,Texas,house,,False
989,District 4,John Ratcliffe,Texas,house,Republican Party,True
990,District 4,Catherine Krantz,Texas,house,Democratic Party,False
991,District 4,Ken Ashby,Texas,house,Libertarian Party,False
992,District 5,Dan Wood,Texas,house,Democratic Party,False
993,District 5,Lance Gooden,Texas,house,Republican Party,False
994,District 5,Phil Gray,Texas,house,,False
995,District 6,Jana Lynne Sanchez,Texas,house,Democratic Party,False
996,District 6,Ronald Wright,Texas,house,Republican Party,False
997,District 6,Jason Harber,Texas,house,Libertarian Party,False
998,District 7,John Culberson,Texas,house,Republican Party,True
999,District 7,Lizzie Pannill Fletcher,Texas,house,Democratic Party,False
1000,District 7,Ronald Kimmons,Texas,house,,False
1001,District 8,Kevin Brady,Texas,house,Republican Party,True
1002,District 8,Steven David,Texas,house,Democratic Party,False
1003,District 8,Chris Duncan,Texas,house,Libertarian Party,False
1004,District 9,Al Green,Texas,house,Democratic Party,True
1005,District 9,Phil Kurtz,Texas,house,Libertarian Party,False
1006,District 9,Benjamin Hernandez,Texas,house,Independent Party,False
1007,District 9,Kesha Rogers,Texas,house,Independent Party,False
1008,District 10,Michael McCaul,Texas,house,Republican Party,True
1009,District 10,Mike Siegel,Texas,house,Democratic Party,False
1010,District 10,Mike Ryan,Texas,house,Libertarian Party,False
1011,District 11,Mike Conaway,Texas,house,Republican Party,True
1012,District 11,Jennie Lou Leeder,Texas,house,Democratic Party,False
1013,District 11,Rhett Rosenquest Smith,Texas,house,Libertarian Party,False
1014,District 12,Kay Granger,Texas,house,Republican Party,True
1015,District 12,Vanessa Adia,Texas,house,Democratic Party,False
1016,District 12,Jacob Leddy,Texas,house,Libertarian Party,False
1017,District 13,Mac Thornberry,Texas,house,Republican Party,True
1018,District 13,Greg Sagan,Texas,house,Democratic Party,False
1019,District 13,Calvin DeWeese,Texas,house,Libertarian Party,False
1020,District 14,Randy Weber,Texas,house,Republican Party,True
1021,District 14,Adrienne Bell,Texas,house,Democratic Party,False
1022,District 14,Don Conley III,Texas,house,Libertarian Party,False
1023,District 15,Vicente González,Texas,house,Democratic Party,True
1024,District 15,Tim Westley,Texas,house,Republican Party,False
1025,District 15,Anthony Cristo,Texas,house,Libertarian Party,False
1026,District 16,Veronica Escobar,Texas,house,Democratic Party,False
1027,District 16,Rick Seeberger,Texas,house,Republican Party,False
1028,District 16,Ben Mendoza,Texas,house,Independent Party,False
1029,District 16,Samuel Williams Jr.,Texas,house,Grey.png,False
1030,District 17,Bill Flores,Texas,house,Republican Party,True
1031,District 17,Rick Kennedy,Texas,house,Democratic Party,False
1032,District 17,Peter Churchman,Texas,house,Libertarian Party,False
1033,District 18,Sheila Jackson Lee,Texas,house,Democratic Party,True
1034,District 18,Ava Pate,Texas,house,Republican Party,False
1035,District 18,Luke Spencer,Texas,house,Libertarian Party,False
1036,District 18,Vince Duncan,Texas,house,Independent Party,False
1037,District 19,Jodey Arrington,Texas,house,Republican Party,True
1038,District 19,Miguel Levario,Texas,house,Democratic Party,False
1039,District 20,Joaquin Castro,Texas,house,Democratic Party,True
1040,District 20,Jeffrey Blunt,Texas,house,Libertarian Party,False
1041,District 21,Joseph Kopser,Texas,house,Democratic Party,False
1042,District 21,Chip Roy,Texas,house,Republican Party,False
1043,District 21,Lee Santos,Texas,house,Libertarian Party,False
1044,District 22,"Peter G. ""Pete"" Olson",Texas,house,,False
1045,District 22,Sri Preston Kulkarni,Texas,house,Democratic Party,False
1046,District 22,John McElligott,Texas,house,Libertarian Party,False
1047,District 22,Sara Kellen Sweny,Texas,house,Independent Party,False
1048,District 23,"William ""Will"" Hurd",Texas,house,,False
1049,District 23,Gina Ortiz Jones,Texas,house,Democratic Party,False
1050,District 23,Ruben Corvalan,Texas,house,Libertarian Party,False
1051,District 24,Kenny Marchant,Texas,house,Republican Party,True
1052,District 24,Jan McDowell,Texas,house,Democratic Party,False
1053,District 24,Mike Kolls,Texas,house,Libertarian Party,False
1054,District 25,Roger Williams,Texas,house,Republican Party,True
1055,District 25,Julie Oliver,Texas,house,Democratic Party,False
1056,District 25,Desarae Lindsey,Texas,house,Libertarian Party,False
1057,District 25,Martin Luecke,Texas,house,,False
1058,District 26,Michael C. Burgess,Texas,house,Republican Party,True
1059,District 26,Linsey Fagan,Texas,house,Democratic Party,False
1060,District 26,Mark Boler,Texas,house,Libertarian Party,False
1061,District 27,Michael Cloud,Texas,house,Republican Party,True
1062,District 27,Eric Holguin,Texas,house,Democratic Party,False
1063,District 27,Daniel Tinus,Texas,house,Libertarian Party,False
1064,District 27,James Duerr,Texas,house,Independent Party,False
1065,District 28,Henry Cuellar,Texas,house,Democratic Party,True
1066,District 28,Arthur Thomas IV,Texas,house,Libertarian Party,False
1067,District 29,Sylvia Garcia,Texas,house,Democratic Party,False
1068,District 29,Phillip Arnold Aronoff,Texas,house,Republican Party,False
1069,District 29,Cullen Burns,Texas,house,Libertarian Party,False
1070,District 29,Johnathan Garza,Texas,house,,False
1071,District 30,Eddie Bernice Johnson,Texas,house,Democratic Party,True
1072,District 30,Shawn Jones,Texas,house,Libertarian Party,False
1073,District 31,John Carter,Texas,house,Republican Party,True
1074,District 31,Mary Jennings &quot;M.J.&quot; Hegar,Texas,house,Democratic Party,False
1075,District 31,Jason Hope,Texas,house,Libertarian Party,False
1076,District 32,Pete Sessions,Texas,house,Republican Party,True
1077,District 32,Colin Allred,Texas,house,Democratic Party,False
1078,District 32,Melina Baker,Texas,house,Libertarian Party,False
1079,District 33,Marc Veasey,Texas,house,Democratic Party,True
1080,District 33,Willie Billups,Texas,house,Republican Party,False
1081,District 33,Jason Reeves,Texas,house,Libertarian Party,False
1082,District 34,Filemon Vela,Texas,house,Democratic Party,True
1083,District 34,Rey Gonzalez,Texas,house,Republican Party,False
1084,District 35,Lloyd Doggett,Texas,house,Democratic Party,True
1085,District 35,David Smalling,Texas,house,Republican Party,False
1086,District 35,Clark Patterson,Texas,house,Libertarian Party,False
1087,District 36,Brian Babin,Texas,house,Republican Party,True
1088,District 36,Dayna Steele,Texas,house,Democratic Party,False
1089,District 1,Rob Bishop,Utah,house,Republican Party,True
1090,District 1,Lee Castillo,Utah,house,Democratic Party,False
1091,District 1,Adam Davis,Utah,house,Green Party,False
1092,District 1,Eric Eliason,Utah,house,Grey.png,False
1093,District 2,Chris Stewart,Utah,house,Utah Party,True
1094,District 2,Shireen Ghorbani,Utah,house,Democratic Party,False
1095,District 2,Jeffrey Whipple,Utah,house,Libertarian Party,False
1096,District 2,Jan Garbett,Utah,house,Grey.png,False
1097,District 3,John Curtis,Utah,house,Utah Party,True
1098,District 3,James Singer,Utah,house,Democratic Party,False
1099,District 3,Tim Zeidner,Utah,house,Grey.png,False
1100,District 3,Gregory Duerden,Utah,house,Grey.png,False
1101,District 3,Melanie McCoard,Utah,house,,False
1102,District 4,Mia Love,Utah,house,,True
1103,District 4,Ben McAdams,Utah,house,Democratic Party,False
1104,,Peter Welch,Vermont,house,Green check mark transparent.png,True
1105,,Anya Tynio,Vermont,house,Republican Party,False
1106,,Laura Potter,Vermont,house,Liberty Union Party Party,False
1107,,Cris Ericson,Vermont,house,Independent Party,False
1108,,H. Brooke Paige,Vermont,house,Republican Party,False
1109,District 1,Rob Wittman,Virginia,house,Republican Party,False
1110,District 1,Vangie Williams,Virginia,house,Democratic Party,False
1111,District 2,Scott Taylor,Virginia,house,Virginia Party,False
1112,District 2,Elaine Luria,Virginia,house,Democratic Party,False
1113,District 2,Shaun Brown,Virginia,house,Grey.png,False
1114,District 3,Bobby Scott,Virginia,house,Virginia Party,False
1115,District 4,Aston Donald McEachin,Virginia,house,Democratic Party,True
1116,District 4,Ryan McAdams,Virginia,house,Republican Party,False
1117,District 4,Pete Wells,Virginia,house,Libertarian Party,False
1118,District 5,Leslie Cockburn,Virginia,house,Democratic Party,False
1119,District 5,Denver Riggleman,Virginia,house,Republican Party,False
1120,District 6,Jennifer Lewis,Virginia,house,Democratic Party,False
1121,District 6,Ben Cline,Virginia,house,Republican Party,False
1122,District 7,David Brat,Virginia,house,,False
1123,District 7,Abigail Spanberger,Virginia,house,Democratic Party,False
1124,District 7,Joe Walton,Virginia,house,Libertarian Party,False
1125,District 8,Don Beyer,Virginia,house,,False
1126,District 8,Thomas Oh,Virginia,house,Republican Party,False
1127,District 9,Morgan Griffith,Virginia,house,,False
1128,District 9,Anthony Flaccavento,Virginia,house,Democratic Party,False
1129,District 10,Barbara Comstock,Virginia,house,Republican Party,True
1130,District 10,Jennifer Wexton,Virginia,house,Democratic Party,False
1131,District 10,Nathan Larson,Virginia,house,,False
1132,District 11,Gerald Connolly,Virginia,house,,False
1133,District 11,Jeff Dove,Virginia,house,Republican Party,False
1134,District 11,Stevan Porter,Virginia,house,Libertarian Party,False
1135,District 1,Suzan DelBene,Washington,house,Democratic Party,True
1136,District 1,Jeffrey Beeler,Washington,house,Republican Party,False
1137,District 2,Rick Larsen,Washington,house,Democratic Party,True
1138,District 2,Brian Luke,Washington,house,Libertarian Party,False
1139,District 3,Jaime Herrera Beutler,Washington,house,Republican Party,True
1140,District 3,Carolyn Long,Washington,house,Democratic Party,False
1141,District 4,Dan Newhouse,Washington,house,Republican Party,True
1142,District 4,Christine Brown,Washington,house,Democratic Party,False
1143,District 5,Cathy McMorris Rodgers,Washington,house,Republican Party,True
1144,District 5,Lisa Brown,Washington,house,Democratic Party,False
1145,District 6,Derek Kilmer,Washington,house,Democratic Party,True
1146,District 6,Douglas Dightman,Washington,house,Republican Party,False
1147,District 7,Pramila Jayapal,Washington,house,Democratic Party,True
1148,District 7,Craig Keller,Washington,house,Republican Party,False
1149,District 8,Kim Schrier,Washington,house,Democratic Party,False
1150,District 8,Dino Rossi,Washington,house,Republican Party,False
1151,District 9,D. Adam Smith,Washington,house,Democratic Party,True
1152,District 9,Sarah Smith,Washington,house,Democratic Party,False
1153,District 10,Denny Heck,Washington,house,Democratic Party,True
1154,District 10,Joseph Brumbles,Washington,house,Republican Party,False
1155,District 1,David McKinley,West_Virginia,house,Republican Party,True
1156,District 1,Kendra Fershee,West_Virginia,house,Democratic Party,False
1157,District 2,Alexander Mooney,West_Virginia,house,Republican Party,True
1158,District 2,Talley Sergent,West_Virginia,house,Democratic Party,False
1159,District 2,Daniel Lutz,West_Virginia,house,Mountain Party Party,False
1160,District 3,Richard Ojeda,West_Virginia,house,Democratic Party,False
1161,District 3,Carol Miller,West_Virginia,house,Republican Party,False
1162,District 4,Gwen Moore,Wisconsin,house,Democratic Party,True
1163,District 4,Tim Rogers,Wisconsin,house,Republican Party,False
1164,District 4,Robert Raymond,Wisconsin,house,Independent Party,False
1165,,Liz Cheney,Wyoming,house,Green check mark transparent.png,False
1166,,Greg Hunter,Wyoming,house,Democratic Party,False
1167,,Daniel Clyde Cummings,Wyoming,house,Constitution Party Party,False
1168,,Richard Brubaker,Wyoming,house,Libertarian Party,False
